"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"918167","26-Aug-2007","CA","family/kiddie coaster","Coaster - family/kiddie","Bradley & Kaye","Body pain (normal motion)","36","Guest complains of neck pain, beginning the next day.","neck pain"
"917154","26-Aug-2007","NY","go kart","Go-kart","J & J Amusements, Inc","Go-kart or bumper car hit stationary object","14","Patron came into the put area after the last lap signal was given, turning left, then right,...",""
"916206","26-Aug-2007","NJ","flume ride","Flume ride","Intamin AG","Unknown (not enough info)","","Patron states, ' I felt a pinch, my daughter said 'your bleeding' don't know what happened.",""
"916216","26-Aug-2007","NJ","waterslide","Water slide","Pro Slide","Fell or slid out of waterslide or snowtube","","Girl came down slide on mat head first on mat screamed. Let go, went forward, hurt both wrists....",""
"913981","25-Aug-2007","PA","Accelerator Coaster","Coaster - miscellaneous","Intamin AG","Injured by foreign object","28","Patron was hit in the face by an unknown object while on the ride.","Facial laceration, abrasion, and contusion"
"916540","25-Aug-2007","PA","Toboggan coaster","Coaster - miscellaneous","Chance Manufacturing, Inc.","Load/Unload: hit or pinched by restraint","9","Patron was on ride, raised arms, safety gate closed and pinched fingers.",""
"916991","25-Aug-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","9","Nine year old male complained of pain in head after being bumped from behind by another kart...","Head pain"
"916197","25-Aug-2007","NJ","Salto Trampoline","Bungee","Rebound Unlimited","Fall (climb or play area)","","Jeanine was hooked to Bungee cords. Operator turned to start winch before ride was started....",""
"916203","25-Aug-2007","NJ","boat ride","Boat ride","Ramagosa","Burn (includes friction burn)","","Patron touched steering box on Show Boat. Slightly burned right index finger.",""
"916526","25-Aug-2007","TX","waterslide","Water slide","Pro Slide","Patrons collided","39","Contusion","Swam into other catch pool lane at end of ride and struck by other guest"
"916527","25-Aug-2007","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","8","Pain","Bumped on ride"
"920023","25-Aug-2007","CA","Shotgun Falls","Water slide","","Unknown (not enough info)","","Unknown","Unknown"
"916199","24-Aug-2007","NJ","El Paso train","Train","Zamperla","Ejection/fall from ride","","Ride operator states 'While the ride was going the kid stood up and took off his seat belt. I...",""
"916204","24-Aug-2007","NJ","Inverter","Inverter","Chance Manufacturing, Inc.","Restraint too tight","","Patron stated ' While on ride the lap bar squeezed my legs.",""
"913917","24-Aug-2007","KY","bumper cars","Bumper car","","Unknown (not enough info)","","Cut elbow 17 stitches","Cut elbow 17 stitches"
"916194","24-Aug-2007","NJ","tube slide","Water slide","Waterworld Products Inc.","Unknown (not enough info)","","",""
"920273","24-Aug-2007","CA","speed slide","Water slide","","Unknown (not enough info)","","Unknown","Unknown"
"916195","24-Aug-2007","NJ","go kart","Go-kart","Webber Engineering Co.","Collision: patron-controlled vehicles","","Richard Piccillo (father) ran into side of daughter Brittany after Brittanh hit guard rail....",""
"916196","24-Aug-2007","NJ","Convoy Race","Track ride","Sartori Import-Export S.r.l.","Load/Unload: scrape or stumble","","Tripped while stepping up on deck. Bumped nose. No cuts. EMT called.",""
"917012","24-Aug-2007","FL","kiddie ride","Unknown","","Patron hit by ride","3","Three year old male complained of pain in arm after ride started unexpectedly, knocking him...","Pain in arm"
"916524","24-Aug-2007","TX","mega coaster","Coaster - miscellaneous","Giovanola","Body pain (normal motion)","21","Strain","Felt pain while holding arms up on ride"
"916205","24-Aug-2007","NJ","waterslide","Water slide","Waterworld Products Inc.","Patrons collided within vehicle","","Patron stated 'I was sitting in tube and an employee jumped into tube and landed on me.",""
"916212","24-Aug-2007","NJ","waterslide","Water slide","Waterworld Products Inc.","Patron flipped off inner tube or mat","","Patron stated, 'When we came down hill, we hit water. I was sitting upright in tube and I...",""
"916523","24-Aug-2007","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","26","Jostled by ride","Contusion"
"916525","24-Aug-2007","TX","waterslide","Water slide","Hydra Tube","Hyperextension or dislocation","19","Dislocated","History of same dislocation 3 times prior"
"917141","24-Aug-2007","FL","waterslide","Water slide","","Patron flipped off inner tube or mat","36","Thirty Six year old female complained of head & shoulder pain after falling off water inner...",""
"913980","24-Aug-2007","PA","wave pool","Wave pool","Aquatic Development Group","Patron's body hit something (participatory attraction)","10","Patron was on the ride and his mat got pushed to the side. He hit his knee on a styrofoam...","Fractured left knee"
"916210","23-Aug-2007","NJ","Thunderbolt","Himalaya-type","Chance Manufacturing, Inc.","Patron hit something within ride vehicle","","Patron stated that while on ride, I slid from one side to the other and hit my eye.",""
"916211","23-Aug-2007","NJ","Thunderbolt","Himalaya-type","Chance Manufacturing, Inc.","Load/Unload: hit or pinched by restraint","","Patron stated 'I was on the ride sitting down and the bar hit my tooth. I was waving to my...",""
"919808","23-Aug-2007","CA","Custom looping coaster","Coaster - miscellaneous","Arrow Dynamics","Unknown (not enough info)","","Unknown","Unknown"
"916522","23-Aug-2007","TX","go kart","Go-kart","Formula K Raceway, Inc.","Go-kart or bumper car hit stationary object","10","Sprain Strain","Ran into Pit Gate Tire"
"916208","23-Aug-2007","NJ","flume ride","Flume ride","Intamin AG","Ejection/fall from ride","","Patron states, ' He was pulled off the log flume by his friend in his group.'",""
"913993","23-Aug-2007","PA","waterslide","Water slide","","Patrons collided","47","Patron stated that when he hit the bottom, water flipped backwards on the tube and the back of...","Laceration to bridge of nose"
"916198","23-Aug-2007","NJ","waterslide","Water slide","Surf Coaster","Patron's body hit something (participatory attraction)","","Jack was on slide #3 with his father. He went around the last turn and banged the right side of...",""
"916521","23-Aug-2007","TX","waterslide","Water slide","Wave Tek","Patrons collided","2","Contusions","Ran into path of sled"
"913979","22-Aug-2007","PA","helicopters","Plane/jet/helicopter","Allan Herschell Company","Patron hit something within ride vehicle","6","Patron stated he and another patron were fooling around and he bumped the right side of his head...","Head pain"
"916201","22-Aug-2007","NJ","dark ride","Track ride","Petzl America","Equipment failure","","Boy and girl in car. Boy said he stood up and car lost power. Car behind pushed it at an angle....",""
"913949","22-Aug-2007","PA","wet play","Wet play","","Patrons collided","6","Patron was on the bottom of the slide when another child came down the slide and struck patron...","Chin laceration, missing left upper baby tooth and a right tooth is loose"
"916200","21-Aug-2007","NJ","Ali Baba","Flying carpet ride","A.R.M. Inc.","Load/Unload: hit or pinched by restraint","","Claimant somehow got her arm caught or pinched as lap bar was being lowered.",""
"913978","21-Aug-2007","PA","Cannon Bowl","Water slide","Pro Slide","Patron flipped off inner tube or mat","22","Patron was riding in the front of the raft when it flipped. Father was riding in the back of the...","Right elbow laceration and contusion (5 sutures)"
"919365","20-Aug-2007","CA","waterslide","Water slide","Whitewater West Industries Ltd.","Patron's body hit something (participatory attraction)","6","6-yo boy flipped over inside the slide, hitting his head and causing a concussion.","Patron complained of headache after the injury.  Several hours later, he vomited and became unresponsive on the way to the ER.  A CT confirmed concussion without bleeding on the brain.  He was..."
"916990","18-Aug-2007","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","11","Eleven year old female complained of head pain after being hit and pushed into guard rail by...","Head pain"
"916519","18-Aug-2007","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","29","Pain to neck and back","Ride Start"
"916520","18-Aug-2007","TX","waterslide","Water slide","","Patron's body hit something (participatory attraction)","8","Pain to neck","Awkward landing"
"919753","18-Aug-2007","CA","water coaster waterslide","Water slide","NBGS International","Unknown (not enough info)","","Unknown","Unknown"
"920187","18-Aug-2007","CA","enclosed tube slide","Water slide","Whitewater West Industries Ltd.","Unknown (not enough info)","","Unknown","Unknown"
"919762","18-Aug-2007","CA","racing slide","Water slide","","Unknown (not enough info)","","Unknown","Unknown"
"916169","17-Aug-2007","NJ","Thunderbolt","Himalaya-type","Chance Manufacturing, Inc.","Patron hit something within ride vehicle","","Patron stated 'he turned his head and hit his nose on the lap bar.",""
"916776","17-Aug-2007","WI","Octopus","Orbiter/octopus/remix","Eyerly Aircraft Co.","Abrupt stop/drop/lurch","","Upper swivel block broke - tub hit ground. Both were transported to hospital.",""
"920011","17-Aug-2007","CA","lazy river","Lazy river","","Unknown (not enough info)","","Unknown","Unknown"
"916185","17-Aug-2007","NJ","wooden coaster","Coaster - wooden","S & S Power Inc","Body pain (normal motion)","","Patron riding *** walked to ferris wheel and complained of lower backpain.","Lower back pain"
"920163","17-Aug-2007","CA","speed slide","Water slide","","Unknown (not enough info)","","Unknown","Unknown"
"916188","17-Aug-2007","NJ","go kart","Go-kart","Webber Engineering Co.","Collision: patron-controlled vehicles","","While cars were being parked at end of ride, Alex did not stop, ran into back of parked car....",""
"916190","17-Aug-2007","NJ","go kart","Go-kart","Electra Motorsports","Go-kart or bumper car hit stationary object","","She bumped another car (#11) around the turn then hit the wall. Her stomach was restrained by...",""
"913976","17-Aug-2007","PA","waterslide","Water slide","Pro Slide","Load/Unload: scrape or stumble","35","Patron was getting off the tube, misjudged how shallow the pool was and jammed her toe.","Fractured left great toe"
"917140","17-Aug-2007","FL","waterslide","Water slide","","Patrons collided","54","Fifty four year old female complained of head pain after being hit from behind by another patron...",""
"913975","16-Aug-2007","PA","Boomerang","Coaster - miscellaneous","Vekoma","Illness or neurological symptoms","35","Patron became disoriented and confused after the ride. Unsure if patron passed out or bumped her...","Dizzy/possible concussion"
